period,reporterDesc,flowDesc,partnerDesc,cmdCode,cmdDesc,netWgt
2024,Belgium,Import,Luxembourg,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",21.4
2024,Belgium,Import,"Other Asia, nes",721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",69.97
2024,Belgium,Import,Netherlands,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",55437.39
2024,Bolivia (Plurinational State of),Import,China,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",503.14
2024,Bolivia (Plurinational State of),Import,Peru,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",468.318
2024,Bolivia (Plurinational State of),Import,Spain,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",3169.854
2024,Bosnia Herzegovina,Import,China,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",4882.0
2024,Bosnia Herzegovina,Import,Slovenia,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",1929.0
2024,Brazil,Import,Belgium,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",4701.0
2024,Brazil,Import,China,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",679920.0
2024,Brazil,Import,Indonesia,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",777775.0
2024,Brazil,Import,India,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",24770.0
2024,Brazil,Import,Sweden,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",3582.0
2024,Brunei Darussalam,Import,China,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",2000.0
2024,Brunei Darussalam,Import,Malaysia,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",1050.0
2024,Bulgaria,Import,Belgium,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",60680.0
2024,Bulgaria,Import,Germany,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",1700.0
2024,Bulgaria,Import,Japan,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",47.0
2024,Bulgaria,Import,Poland,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",2665.0
2024,Bulgaria,Import,Sweden,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",68580.0
2024,Myanmar,Import,China,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",1473.0
2024,Cambodia,Import,China,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",1284701.4
2024,Algeria,Import,Belgium,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",26211.818
2024,Algeria,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",129038.099
2024,Algeria,Import,Finland,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",13042.552
2024,Algeria,Import,Italy,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",52162.998
2024,Algeria,Import,United Arab Emirates,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",6908.25
2024,Angola,Import,Brazil,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",8671.23
2024,Angola,Import,France,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",2325.625
2024,Angola,Import,Portugal,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",12890.0
2024,Angola,Import,South Africa,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",80.0
2024,Azerbaijan,Import,India,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",521.0
2024,Azerbaijan,Import,Türkiye,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",4940.22
2024,Argentina,Import,Brazil,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",30550.0
2024,Argentina,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",291.0
2024,Argentina,Import,Germany,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",
2024,Argentina,Import,India,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",318.0
2024,Australia,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",1012922.0
2024,Australia,Import,Finland,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",6500.0
2024,Australia,Import,Rep. of Korea,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",1230.0
2024,Australia,Import,Malaysia,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",101170.0
2024,Australia,Import,"Other Asia, nes",721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",32630.0
2024,Australia,Import,India,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",111210.0
2024,Australia,Import,Spain,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",40320.0
2024,Australia,Import,Sweden,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",13450.0
2024,Australia,Import,USA,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",100.0
2024,Austria,Import,Germany,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",2541.0
2024,Austria,Import,Italy,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",119689.0
2024,Austria,Import,Rep. of Korea,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",860.0
2024,Austria,Import,India,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",124.0
2024,Austria,Import,Spain,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",454.0
2024,Bahamas,Import,USA,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",
2024,Bahrain,Import,Belgium,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",1427.0
2024,Bahrain,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",11655.0
2024,Bahrain,Import,India,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",99951.23
2024,Barbados,Import,USA,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",42073.0
2024,Belgium,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",1740.97
2024,Belgium,Import,Finland,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",32748.79
2024,Belgium,Import,France,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",166050.33
2024,Belgium,Import,Germany,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",36806.35
2024,Belgium,Import,Indonesia,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",1542.86
2024,Belgium,Import,Italy,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",4357533.93
2024,Belgium,Import,Japan,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",158.06
2024,Belgium,Import,Luxembourg,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",262221.79
2024,Belgium,Import,Mexico,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",5.2
2024,Belgium,Import,"Other Asia, nes",721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",22639.45
2024,Belgium,Import,Netherlands,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",84649.76
2024,Belgium,Import,India,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",220498.15
2024,Belgium,Import,USA,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",45.38
2024,Bolivia (Plurinational State of),Import,Brazil,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",4376.224
2024,Bolivia (Plurinational State of),Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",39634.895
2024,Bolivia (Plurinational State of),Import,Peru,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",12118.745
2024,Bosnia Herzegovina,Import,Belgium,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",1560.0
2024,Bosnia Herzegovina,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",2596.0
2024,Bosnia Herzegovina,Import,Indonesia,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",313.0
2024,Bosnia Herzegovina,Import,Slovenia,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",320.0
2024,Brazil,Import,Belgium,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",1349680.0
2024,Brazil,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",3592469.0
2024,Brazil,Import,France,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",1682292.0
2024,Brazil,Import,"China, Hong Kong SAR",721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",161230.0
2024,Brazil,Import,Indonesia,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",3019725.0
2024,Brazil,Import,Italy,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",45.0
2024,Brazil,Import,"Other Asia, nes",721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",43075.0
2024,Brazil,Import,South Africa,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",71950.0
2024,Brazil,Import,Sweden,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",3056.0
2024,Brazil,Import,USA,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",162779.0
2024,Bulgaria,Import,Belgium,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",437735.0
2024,Bulgaria,Import,Finland,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",393120.0
2024,Bulgaria,Import,Germany,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",19870.0
2024,Bulgaria,Import,Italy,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",277895.0
2024,Bulgaria,Import,India,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",345960.0
2024,Bulgaria,Import,Sweden,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",279810.0
2024,Bulgaria,Import,Türkiye,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",150.0
2024,Myanmar,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",4865.0
2024,Cambodia,Import,China,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",924861.0
2024,Algeria,Import,China,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",7701.764
2024,Algeria,Import,Finland,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",8256.58
2024,Algeria,Import,Italy,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",97171.453
2024,Algeria,Import,United Arab Emirates,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",7196.082
2024,Angola,Import,Brazil,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",24105.14
2024,Angola,Import,China,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",7297.388
2024,Angola,Import,France,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",6110.753
2024,Angola,Import,India,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",10684.0
2024,Argentina,Import,Brazil,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",14320.0
2024,Argentina,Import,China,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",24845.0
2024,Australia,Import,China,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",43720.0
2024,Australia,Import,South Africa,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",3504.0
2024,Australia,Import,Spain,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",37550.0
2024,Australia,Import,United Kingdom,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",1400.0
2024,Australia,Import,USA,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",80.0
2024,Austria,Import,Bulgaria,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",2.0
2024,Austria,Import,Czechia,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",4.0
2024,Austria,Import,Finland,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",63690.0
2024,Austria,Import,Germany,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",10843.0
2024,Austria,Import,Italy,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",10822.0
2024,Austria,Import,"Other Asia, nes",721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",1124.0
2024,Austria,Import,Netherlands,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",90.0
2024,Austria,Import,Norway,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",2986.0
2024,Austria,Import,India,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",286.0
2024,Austria,Import,Slovakia,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",199.0
2024,Austria,Import,Slovenia,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",149580.0
2024,Bahrain,Import,China,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",306.0
2024,Bahrain,Import,India,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",1120.0
2024,Barbados,Import,United Kingdom,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",600.0
2024,Belgium,Import,China,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",529.45
2024,Belgium,Import,Finland,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",29140.56
2024,Belgium,Import,France,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",145408.98
2024,Belgium,Import,Germany,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",1445.01
2024,Belgium,Import,Indonesia,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",651.44
2024,Belgium,Import,Italy,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",150693.36
2024,Belgium,Import,Lithuania,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",399.57
2024,Belgium,Import,Luxembourg,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",71.16
2024,Belgium,Import,"Other Asia, nes",721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",72038.17
2024,Belgium,Import,Netherlands,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",12536.07
2024,Belgium,Import,India,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",65854.38
2024,Belgium,Import,Spain,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",6150.36
2024,Belgium,Import,United Kingdom,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",5.0
2024,Belgium,Import,USA,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",3937.0
2024,Bolivia (Plurinational State of),Import,Chile,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",755.697
2024,Bolivia (Plurinational State of),Import,China,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",4692.019
2024,Bosnia Herzegovina,Import,China,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",3412.0
2024,Bosnia Herzegovina,Import,Italy,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",663.0
